travelCode;userCode;name;place;days;price;total;date
60789;587;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/03/11
60792;587;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/04/01
60798;587;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/05/13
60799;587;Hotel BD;Natal (RN);1;242.88;242.88;2021/05/20
60800;587;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/05/27
60809;587;Hotel AU;Recife (PE);3;312.83;938.49;2021/07/29
60815;587;Hotel BD;Natal (RN);3;242.88;728.64;2021/09/09
60817;587;Hotel K;Salvador (BH);1;263.41;263.41;2021/09/23
60818;587;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/09/30
60821;587;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/10/21
60822;587;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2021/10/28
60826;587;Hotel BD;Natal (RN);3;242.88;728.64;2021/11/25
60830;587;Hotel K;Salvador (BH);4;263.41;1053.64;2021/12/23
60831;587;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/12/30
60835;587;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/01/27
60846;587;Hotel K;Salvador (BH);4;263.41;1053.64;2022/04/14
60854;587;Hotel BD;Natal (RN);3;242.88;728.64;2022/06/09
60855;587;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/06/16
60860;587;Hotel A;Florianopolis (SC);3;313.02;939.06;2022/07/21
60862;587;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/08/04
60869;587;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/09/22
60872;587;Hotel A;Florianopolis (SC);3;313.02;939.06;2022/10/13
60873;587;Hotel BD;Natal (RN);1;242.88;242.88;2022/10/20
60876;587;Hotel BD;Natal (RN);3;242.88;728.64;2022/11/10
60877;587;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/11/17
60878;587;Hotel AU;Recife (PE);2;312.83;625.66;2022/11/24
60879;587;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/12/01
60884;587;Hotel Z;Aracaju (SE);3;208.04;624.12;2023/01/05
60885;587;Hotel BD;Natal (RN);2;242.88;485.76;2023/01/12
60888;587;Hotel Z;Aracaju (SE);3;208.04;624.12;2023/02/02
60889;587;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2023/02/09
60891;587;Hotel AU;Recife (PE);2;312.83;625.66;2023/02/23
60893;587;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2023/03/09
60896;587;Hotel A;Florianopolis (SC);3;313.02;939.06;2023/03/30
60900;587;Hotel Z;Aracaju (SE);2;208.04;416.08;2023/04/27
60903;587;Hotel BP;Brasilia (DF);2;247.62;495.24;2023/05/18
60905;589;Hotel BP;Brasilia (DF);2;247.62;495.24;2019/09/26
60910;589;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/10/31
60911;589;Hotel BD;Natal (RN);1;242.88;242.88;2019/11/07
60912;589;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/11/14
60917;589;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/12/19
60918;589;Hotel A;Florianopolis (SC);3;313.02;939.06;2019/12/26
60920;589;Hotel AU;Recife (PE);1;312.83;312.83;2020/01/09
60923;589;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/01/30
60926;589;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/02/20
60931;589;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/03/26
60933;589;Hotel AU;Recife (PE);2;312.83;625.66;2020/04/09
60937;589;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/05/07
60938;589;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/05/14
60940;589;Hotel AU;Recife (PE);3;312.83;938.49;2020/05/28
60946;589;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/07/09
60948;589;Hotel K;Salvador (BH);1;263.41;263.41;2020/07/23
60949;589;Hotel K;Salvador (BH);2;263.41;526.82;2020/07/30
60950;590;Hotel K;Salvador (BH);1;263.41;263.41;2019/09/26
60952;590;Hotel K;Salvador (BH);1;263.41;263.41;2019/10/10
60955;590;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/10/31
60959;591;Hotel K;Salvador (BH);1;263.41;263.41;2019/09/26
60961;591;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2019/10/10
60964;591;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/10/31
60965;591;Hotel BD;Natal (RN);2;242.88;485.76;2019/11/07
60971;591;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/12/19
60973;591;Hotel BD;Natal (RN);3;242.88;728.64;2020/01/02
60974;591;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/01/09
60976;591;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/01/23
60981;591;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/02/27
60990;591;Hotel BD;Natal (RN);2;242.88;485.76;2020/04/30
60992;591;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/05/14
60994;591;Hotel BD;Natal (RN);1;242.88;242.88;2020/05/28
61001;591;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/07/16
61003;591;Hotel K;Salvador (BH);1;263.41;263.41;2020/07/30
61007;591;Hotel K;Salvador (BH);3;263.41;790.23;2020/08/27
61010;591;Hotel AU;Recife (PE);3;312.83;938.49;2020/09/17
61024;592;Hotel A;Florianopolis (SC);2;313.02;626.04;2019/11/28
61026;593;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/09/26
61028;593;Hotel K;Salvador (BH);2;263.41;526.82;2019/10/10
61031;593;Hotel K;Salvador (BH);1;263.41;263.41;2019/10/31
61032;593;Hotel K;Salvador (BH);1;263.41;263.41;2019/11/07
61035;593;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/11/28
61036;593;Hotel K;Salvador (BH);4;263.41;1053.64;2019/12/05
61049;593;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/03/05
61053;593;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/02
61058;593;Hotel AU;Recife (PE);2;312.83;625.66;2020/05/07
61060;593;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/05/21
61062;594;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/10/03
61063;594;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2019/10/10
61065;594;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/10/24
61066;594;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/10/31
61068;594;Hotel AU;Recife (PE);2;312.83;625.66;2019/11/14
61071;594;Hotel BD;Natal (RN);3;242.88;728.64;2019/12/05
61075;594;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/01/02
61076;594;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/01/09
61077;594;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/01/16
61082;594;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/02/20
61084;594;Hotel AU;Recife (PE);4;312.83;1251.32;2020/03/05
61088;594;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/04/02
61093;594;Hotel BD;Natal (RN);1;242.88;242.88;2020/05/07
61097;594;Hotel BD;Natal (RN);4;242.88;971.52;2020/06/04
61099;594;Hotel K;Salvador (BH);1;263.41;263.41;2020/06/18
61111;596;Hotel A;Florianopolis (SC);4;313.02;1252.08;2019/09/26
61114;596;Hotel A;Florianopolis (SC);4;313.02;1252.08;2019/10/17
61115;596;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/10/24
61116;596;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/10/31
61117;596;Hotel K;Salvador (BH);2;263.41;526.82;2019/11/07
61121;596;Hotel AU;Recife (PE);1;312.83;312.83;2019/12/05
61128;596;Hotel AU;Recife (PE);2;312.83;625.66;2020/01/23
61129;596;Hotel AU;Recife (PE);1;312.83;312.83;2020/01/30
61130;596;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/02/06
61132;596;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/02/20
61133;596;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/02/27
61137;596;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/03/26
61138;596;Hotel BD;Natal (RN);2;242.88;485.76;2020/04/02
61141;596;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/04/23
61146;596;Hotel K;Salvador (BH);4;263.41;1053.64;2020/05/28
61147;596;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/06/04
61158;596;Hotel K;Salvador (BH);1;263.41;263.41;2020/08/20
61161;596;Hotel AU;Recife (PE);2;312.83;625.66;2020/09/10
61168;596;Hotel AU;Recife (PE);3;312.83;938.49;2020/10/29
61169;596;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/11/05
61170;596;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/11/12
61171;596;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/11/19
61175;596;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/12/17
61178;596;Hotel K;Salvador (BH);4;263.41;1053.64;2021/01/07
61181;596;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/01/28
61182;596;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/02/04
61184;597;Hotel BD;Natal (RN);4;242.88;971.52;2019/10/03
61185;597;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/10/10
61186;597;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/10/17
61187;597;Hotel K;Salvador (BH);4;263.41;1053.64;2019/10/24
61188;597;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/10/31
61191;597;Hotel BD;Natal (RN);1;242.88;242.88;2019/11/21
61193;597;Hotel BD;Natal (RN);4;242.88;971.52;2019/12/05
61194;597;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/12/12
61195;597;Hotel BD;Natal (RN);1;242.88;242.88;2019/12/19
61210;598;Hotel AU;Recife (PE);3;312.83;938.49;2019/11/14
61211;598;Hotel AU;Recife (PE);3;312.83;938.49;2019/11/21
61212;598;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/11/28
61213;598;Hotel K;Salvador (BH);3;263.41;790.23;2019/12/05
61222;598;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/02/06
61223;598;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/02/13
61225;598;Hotel K;Salvador (BH);2;263.41;526.82;2020/02/27
61227;598;Hotel BD;Natal (RN);1;242.88;242.88;2020/03/12
61228;598;Hotel K;Salvador (BH);4;263.41;1053.64;2020/03/19
61230;598;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/04/02
61235;599;Hotel BP;Brasilia (DF);2;247.62;495.24;2019/10/24
61236;599;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/10/31
61237;599;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/11/07
61240;599;Hotel BD;Natal (RN);3;242.88;728.64;2019/11/28
61243;599;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/12/19
61247;599;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/01/16
61249;599;Hotel AU;Recife (PE);2;312.83;625.66;2020/01/30
61257;599;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/03/26
61259;599;Hotel BD;Natal (RN);2;242.88;485.76;2020/04/09
61260;599;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/04/16
61265;599;Hotel AU;Recife (PE);2;312.83;625.66;2020/05/21
61266;599;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/05/28
61271;599;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/07/02
61273;599;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/07/16
61275;599;Hotel BD;Natal (RN);1;242.88;242.88;2020/07/30
61281;599;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/09/10
61282;599;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/09/17
61283;599;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/09/24
61284;599;Hotel AU;Recife (PE);1;312.83;312.83;2020/10/01
61291;599;Hotel AU;Recife (PE);1;312.83;312.83;2020/11/19
61294;599;Hotel K;Salvador (BH);1;263.41;263.41;2020/12/10
61299;599;Hotel K;Salvador (BH);1;263.41;263.41;2021/01/14
61307;599;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/03/11
61313;599;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/04/22
61316;599;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/05/13
61319;599;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/06/03
61322;599;Hotel BD;Natal (RN);3;242.88;728.64;2021/06/24
61326;599;Hotel K;Salvador (BH);4;263.41;1053.64;2021/07/22
61337;599;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/10/07
61340;599;Hotel AU;Recife (PE);2;312.83;625.66;2021/10/28
61341;599;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2021/11/04
61343;599;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/11/18
61344;599;Hotel K;Salvador (BH);1;263.41;263.41;2021/11/25
61349;599;Hotel AU;Recife (PE);3;312.83;938.49;2021/12/30
61351;599;Hotel BP;Brasilia (DF);4;247.62;990.48;2022/01/13
61352;599;Hotel AU;Recife (PE);4;312.83;1251.32;2022/01/20
61354;599;Hotel K;Salvador (BH);4;263.41;1053.64;2022/02/03
61357;599;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2022/02/24
61359;599;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/03/10
61361;599;Hotel AU;Recife (PE);4;312.83;1251.32;2022/03/24
61364;599;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/04/14
61366;599;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/04/28
61367;599;Hotel K;Salvador (BH);2;263.41;526.82;2022/05/05
61368;599;Hotel A;Florianopolis (SC);1;313.02;313.02;2022/05/12
61369;599;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/05/19
61376;599;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/07/07
61379;599;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/07/28
61380;599;Hotel K;Salvador (BH);3;263.41;790.23;2022/08/04
61384;599;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/09/01
61386;599;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/09/15
61387;599;Hotel BD;Natal (RN);3;242.88;728.64;2022/09/22
61390;599;Hotel AU;Recife (PE);4;312.83;1251.32;2022/10/13
61394;599;Hotel AU;Recife (PE);3;312.83;938.49;2022/11/10
61395;599;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/11/17
61398;599;Hotel K;Salvador (BH);4;263.41;1053.64;2022/12/08
61402;599;Hotel Z;Aracaju (SE);1;208.04;208.04;2023/01/05
61404;599;Hotel A;Florianopolis (SC);1;313.02;313.02;2023/01/19
61406;599;Hotel BD;Natal (RN);4;242.88;971.52;2023/02/02
61411;599;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2023/03/09
61413;599;Hotel Z;Aracaju (SE);2;208.04;416.08;2023/03/23
61417;600;Hotel K;Salvador (BH);1;263.41;263.41;2019/10/10
61418;600;Hotel BD;Natal (RN);1;242.88;242.88;2019/10/17
61426;600;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/12/12
61427;600;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/12/19
61435;600;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/02/13
61438;600;Hotel K;Salvador (BH);2;263.41;526.82;2020/03/05
61441;600;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/03/26
61444;600;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/04/16
61445;600;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/04/23
61449;600;Hotel K;Salvador (BH);4;263.41;1053.64;2020/05/21
61452;600;Hotel BD;Natal (RN);4;242.88;971.52;2020/06/11
61453;600;Hotel AU;Recife (PE);4;312.83;1251.32;2020/06/18
61455;600;Hotel BD;Natal (RN);2;242.88;485.76;2020/07/02
61457;600;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/07/16
61459;600;Hotel AU;Recife (PE);3;312.83;938.49;2020/07/30
61462;600;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/08/20
61464;600;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/09/03
61468;601;Hotel A;Florianopolis (SC);3;313.02;939.06;2019/10/10
61472;601;Hotel A;Florianopolis (SC);1;313.02;313.02;2019/11/07
61474;601;Hotel A;Florianopolis (SC);3;313.02;939.06;2019/11/21
61475;601;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/11/28
61476;601;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/12/05
61480;601;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/01/02
61481;601;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/01/09
61484;601;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/01/30
61485;601;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/02/06
61494;601;Hotel K;Salvador (BH);4;263.41;1053.64;2020/04/09
61498;601;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/05/07
61508;601;Hotel AU;Recife (PE);3;312.83;938.49;2020/07/16
61511;601;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/08/06
61512;601;Hotel K;Salvador (BH);3;263.41;790.23;2020/08/13
61513;601;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/08/20
61517;601;Hotel K;Salvador (BH);1;263.41;263.41;2020/09/17
61518;601;Hotel K;Salvador (BH);3;263.41;790.23;2020/09/24
61521;601;Hotel BD;Natal (RN);1;242.88;242.88;2020/10/15
61522;601;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/10/22
61525;601;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/11/12
61526;601;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/11/19
61531;601;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/12/24
61534;601;Hotel AU;Recife (PE);4;312.83;1251.32;2021/01/14
61536;601;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/01/28
61537;601;Hotel BD;Natal (RN);3;242.88;728.64;2021/02/04
61541;601;Hotel K;Salvador (BH);3;263.41;790.23;2021/03/04
61547;601;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/04/15
61549;601;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/04/29
61552;601;Hotel AU;Recife (PE);3;312.83;938.49;2021/05/20
61553;601;Hotel AU;Recife (PE);2;312.83;625.66;2021/05/27
61555;601;Hotel BD;Natal (RN);3;242.88;728.64;2021/06/10
61557;601;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/06/24
61562;601;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/07/29
61564;601;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/08/12
61568;601;Hotel Z;Aracaju (SE);1;208.04;208.04;2021/09/09
61576;601;Hotel BD;Natal (RN);4;242.88;971.52;2021/11/04
61577;601;Hotel A;Florianopolis (SC);4;313.02;1252.08;2021/11/11
61580;601;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/12/02
61581;601;Hotel K;Salvador (BH);2;263.41;526.82;2021/12/09
61582;601;Hotel BD;Natal (RN);1;242.88;242.88;2021/12/16
61586;601;Hotel BD;Natal (RN);4;242.88;971.52;2022/01/13
61587;601;Hotel AU;Recife (PE);4;312.83;1251.32;2022/01/20
61589;601;Hotel A;Florianopolis (SC);1;313.02;313.02;2022/02/03
61590;601;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/02/10
61593;601;Hotel K;Salvador (BH);4;263.41;1053.64;2022/03/03
61594;601;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/03/10
61599;601;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/04/14
61601;601;Hotel K;Salvador (BH);1;263.41;263.41;2022/04/28
61602;601;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/05/05
61607;601;Hotel AU;Recife (PE);2;312.83;625.66;2022/06/09
61609;601;Hotel AU;Recife (PE);3;312.83;938.49;2022/06/23
61614;601;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/07/28
61616;601;Hotel BD;Natal (RN);1;242.88;242.88;2022/08/11
61618;601;Hotel AU;Recife (PE);3;312.83;938.49;2022/08/25
61623;601;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/09/29
61630;601;Hotel Z;Aracaju (SE);1;208.04;208.04;2022/11/17
61634;601;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/12/15
61636;601;Hotel K;Salvador (BH);3;263.41;790.23;2022/12/29
61638;601;Hotel BP;Brasilia (DF);1;247.62;247.62;2023/01/12
61640;601;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2023/01/26
61644;601;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2023/02/23
61648;601;Hotel Z;Aracaju (SE);4;208.04;832.16;2023/03/23
61649;601;Hotel AU;Recife (PE);1;312.83;312.83;2023/03/30
61650;601;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2023/04/06
61652;601;Hotel Z;Aracaju (SE);1;208.04;208.04;2023/04/20
61654;601;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2023/05/04
61659;601;Hotel K;Salvador (BH);4;263.41;1053.64;2023/06/08
61660;602;Hotel AU;Recife (PE);4;312.83;1251.32;2019/09/26
61663;602;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/10/17
61666;602;Hotel K;Salvador (BH);4;263.41;1053.64;2019/11/07
61667;602;Hotel BP;Brasilia (DF);1;247.62;247.62;2019/11/14
61668;602;Hotel AU;Recife (PE);3;312.83;938.49;2019/11/21
61669;602;Hotel A;Florianopolis (SC);2;313.02;626.04;2019/11/28
61682;602;Hotel K;Salvador (BH);3;263.41;790.23;2020/02/27
61686;602;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/03/26
61697;603;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/11/07
61707;603;Hotel BD;Natal (RN);4;242.88;971.52;2020/01/16
61712;603;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/02/20
61730;603;Hotel K;Salvador (BH);1;263.41;263.41;2020/06/25
61732;603;Hotel BD;Natal (RN);2;242.88;485.76;2020/07/09
61734;603;Hotel K;Salvador (BH);4;263.41;1053.64;2020/07/23
61735;603;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/07/30
61736;603;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/08/06
61739;603;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/08/27
61748;603;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/10/29
61756;603;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/12/24
61757;603;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/12/31
61759;603;Hotel AU;Recife (PE);4;312.83;1251.32;2021/01/14
61761;603;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/01/28
61763;603;Hotel K;Salvador (BH);1;263.41;263.41;2021/02/11
61764;603;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/02/18
61767;603;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/03/11
61768;603;Hotel K;Salvador (BH);4;263.41;1053.64;2021/03/18
61772;603;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/04/15
61777;603;Hotel BD;Natal (RN);4;242.88;971.52;2021/05/20
61782;603;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/06/24
61784;603;Hotel AU;Recife (PE);1;312.83;312.83;2021/07/08
61786;603;Hotel AU;Recife (PE);2;312.83;625.66;2021/07/22
61792;603;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/09/02
61808;603;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/12/23
61812;603;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/01/20
61815;603;Hotel K;Salvador (BH);3;263.41;790.23;2022/02/10
61816;603;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/02/17
61830;603;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/05/26
61834;603;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/06/23
61839;603;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/07/28
61840;603;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2022/08/04
61843;603;Hotel AU;Recife (PE);3;312.83;938.49;2022/08/25
61848;603;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/09/29
61849;603;Hotel BD;Natal (RN);1;242.88;242.88;2022/10/06
61853;603;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/11/03
61856;603;Hotel AU;Recife (PE);4;312.83;1251.32;2022/11/24
61857;603;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2022/12/01
61858;603;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/12/08
61862;604;Hotel A;Florianopolis (SC);2;313.02;626.04;2019/10/10
61863;604;Hotel K;Salvador (BH);3;263.41;790.23;2019/10/17
61866;604;Hotel A;Florianopolis (SC);4;313.02;1252.08;2019/11/07
61870;604;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2019/12/05
61873;604;Hotel BD;Natal (RN);4;242.88;971.52;2019/12/26
61876;604;Hotel BD;Natal (RN);1;242.88;242.88;2020/01/16
61877;604;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/01/23
61884;604;Hotel BD;Natal (RN);4;242.88;971.52;2020/03/12
61888;604;Hotel K;Salvador (BH);2;263.41;526.82;2020/04/09
61891;604;Hotel K;Salvador (BH);2;263.41;526.82;2020/04/30
61895;604;Hotel K;Salvador (BH);3;263.41;790.23;2020/05/28
61896;604;Hotel K;Salvador (BH);3;263.41;790.23;2020/06/04
61897;604;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/06/11
61900;604;Hotel BD;Natal (RN);1;242.88;242.88;2020/07/02
61903;604;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/07/23
61904;604;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/07/30
61909;604;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/09/03
61910;604;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/09/10
61913;604;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/10/01
61915;604;Hotel AU;Recife (PE);4;312.83;1251.32;2020/10/15
61916;604;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/10/22
61917;604;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/10/29
61921;604;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/11/26
61922;604;Hotel K;Salvador (BH);2;263.41;526.82;2020/12/03
61926;604;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/12/31
61927;604;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/01/07
61929;604;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/01/21
61930;604;Hotel A;Florianopolis (SC);4;313.02;1252.08;2021/01/28
61932;604;Hotel K;Salvador (BH);1;263.41;263.41;2021/02/11
61936;605;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/10/03
61943;605;Hotel AU;Recife (PE);3;312.83;938.49;2019/11/21
61948;605;Hotel AU;Recife (PE);3;312.83;938.49;2019/12/26
